No,MemoryID,Word1,Word2,Title,Poem,EndingRule,Mood,ObservationType,SceneTheme,Location,TimeOfDay,Weather,Brightness,Palette,Subject,Symbol,Composition,Lighting,CameraStyle,Rarity,RareEffect,ImagePrompt,Filename,OutputPath,Generate,GenerationStatus,ReviewStatus,Notes
112,M112,404番線の,夕暮れ,404番線の夕暮れ,"汗が少し乾いた。
扇風機に向かって『あー』と言いたくなった。
影だけ伸びていた。",だけが,Smile,Smile,夏の夕暮れ,住宅街または河川敷,青い時間,微風,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,長い影と茜空,鳥居,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の夕暮れ at 住宅街または河川敷. Title concept: 404番線の夕暮れ. Visual motif: 長い影と茜空. Subject: a child-sized silhouette far in the background. Composition: symmetrical framing through a shrine gate. Time: 青い時間. Weather and air: 微風. Lighting: 花火. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 扇風機に向かって『あー』と言いたくなった。 / 影だけ伸びていた。.",112.webp,images/memory/112.webp,YES,PENDING,UNREVIEWED,
113,M113,404番線の,鳥居,404番線の鳥居,"月が低く見えた。
404番線の鳥居を思い出しそうになる。
境界だけ揺れていた。",だけが,Serious,Boundary,境界に立つ鳥居,神社の入口,月夜,雨上がり,Normal,summer dusk peach and cobalt blue,"no visible person, only traces of presence",鳥居としめ縄,手元,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 境界に立つ鳥居 at 神社の入口. Title concept: 404番線の鳥居. Visual motif: 鳥居としめ縄. Subject: no visible person, only traces of presence. Composition: close-up of hands and an object, face not visible. Time: 月夜. Weather and air: 雨上がり. Lighting: 灯籠. Color palette: summer dusk peach and cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / 404番線の鳥居を思い出しそうになる。 / 境界だけ揺れていた。.",113.webp,images/memory/113.webp,YES,PENDING,UNREVIEWED,
114,M114,404番線の,灯籠,404番線の灯籠,"風鈴がひとつ鳴った。
ビー玉が最後まで出てこない。
光だけ流れていた。",だけが,Smile,Smile,水面を流れる灯籠,静かな川,夏の午後,晴れ,Bright,warm sunset orange and clear cobalt blue,a hand holding a small summer object,灯りと水面,足元,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 水面を流れる灯籠 at 静かな川. Title concept: 404番線の灯籠. Visual motif: 灯りと水面. Subject: a hand holding a small summer object. Composition: low angle close-up of sandals and wet ground. Time: 夏の午後. Weather and air: 晴れ. Lighting: 花火. Color palette: warm sunset orange and clear cobalt blue. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / ビー玉が最後まで出てこない。 / 光だけ流れていた。.",114.webp,images/memory/114.webp,YES,PENDING,UNREVIEWED,
115,M115,404番線の,河川敷,404番線の河川敷,"月が低く見えた。
404番線の河川敷を思い出しそうになる。
水面だけ笑っていた。",だけが,Serious,Memory,夏の河川敷,川沿いの道,夕暮れ後,湿った夜気,Normal,deep indigo and soft cyan,a lone person seen from behind,草と風,手元,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の河川敷 at 川沿いの道. Title concept: 404番線の河川敷. Visual motif: 草と風. Subject: a lone person seen from behind. Composition: close-up of hands and an object, face not visible. Time: 夕暮れ後. Weather and air: 湿った夜気. Lighting: 夕暮れ. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / 404番線の河川敷を思い出しそうになる。 / 水面だけ笑っていた。.",115.webp,images/memory/115.webp,YES,PENDING,UNREVIEWED,
116,M116,404番線の,蝉時雨,404番線の蝉時雨,"風鈴がひとつ鳴った。
線香花火をまだ信じていた。
音だけ夏だった。",だけが,Smile,Smile,蝉時雨の木陰,古い公園または参道,夕暮れ後,薄曇り,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,木漏れ日と蝉の気配,後ろ姿,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 蝉時雨の木陰 at 古い公園または参道. Title concept: 404番線の蝉時雨. Visual motif: 木漏れ日と蝉の気配. Subject: two distant figures walking quietly. Composition: rear view, face not visible. Time: 夕暮れ後. Weather and air: 薄曇り. Lighting: 青白い光. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / 線香花火をまだ信じていた。 / 音だけ夏だった。.",116.webp,images/memory/116.webp,YES,PENDING,UNREVIEWED,
117,M117,404番線の,祭り囃子,404番線の祭り囃子,"風が少し止んだ。
404番線の祭り囃子を思い出しそうになる。
太鼓だけ急いでいた。",だけが,Serious,Memory,遠くの祭り囃子,夜の路地,月夜,雨上がり,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,太鼓と揺れる提灯,手元,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 遠くの祭り囃子 at 夜の路地. Title concept: 404番線の祭り囃子. Visual motif: 太鼓と揺れる提灯. Subject: an empty chair suggesting someone just left. Composition: close-up of hands and an object, face not visible. Time: 月夜. Weather and air: 雨上がり. Lighting: 花火. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風が少し止んだ。 / 404番線の祭り囃子を思い出しそうになる。 / 太鼓だけ急いでいた。.",117.webp,images/memory/117.webp,YES,PENDING,UNREVIEWED,
118,M118,404番線の,帰り道,404番線の帰り道,"夜気がゆっくり近づく。
ビー玉が最後まで出てこない。
空だけ知っていた。",だけが,Smile,Smile,祭りの帰り道,濡れた住宅街,日没直前,雨上がり,Bright,"fresh green, pale cyan and warm white",a child-sized silhouette far in the background,街灯と二つの影,空,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 祭りの帰り道 at 濡れた住宅街. Title concept: 404番線の帰り道. Visual motif: 街灯と二つの影. Subject: a child-sized silhouette far in the background. Composition: wide view dominated by the summer sky. Time: 日没直前. Weather and air: 雨上がり. Lighting: 花火. Color palette: fresh green, pale cyan and warm white. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / ビー玉が最後まで出てこない。 / 空だけ知っていた。.",118.webp,images/memory/118.webp,YES,PENDING,UNREVIEWED,
119,M119,404番線の,夜店,404番線の夜店,"風鈴がひとつ鳴った。
404番線の夜店を思い出しそうになる。
匂いだけ笑っていた。",だけが,Serious,Memory,閉店前の夜店,祭りの屋台通り,青い時間,雨上がり,Normal,summer dusk peach and cobalt blue,"no visible person, only traces of presence",食べ物の湯気と裸電球,手元,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 閉店前の夜店 at 祭りの屋台通り. Title concept: 404番線の夜店. Visual motif: 食べ物の湯気と裸電球. Subject: no visible person, only traces of presence. Composition: close-up of hands and an object, face not visible. Time: 青い時間. Weather and air: 雨上がり. Lighting: 月明かり. Color palette: summer dusk peach and cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / 404番線の夜店を思い出しそうになる。 / 匂いだけ笑っていた。.",119.webp,images/memory/119.webp,YES,PENDING,UNREVIEWED,
120,M120,404番線の,打ち上げ跡,404番線の打ち上げ跡,"空はまだ青かった。
ラムネの泡だけ元気だった。
火薬の匂いだけ残った。",だけが,Smile,Smile,花火大会の打ち上げ跡,人気のない河川敷,夜,湿った夜気,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,煙と空の椅子,水面,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 花火大会の打ち上げ跡 at 人気のない河川敷. Title concept: 404番線の打ち上げ跡. Visual motif: 煙と空の椅子. Subject: a hand holding a small summer object. Composition: low angle focused on reflections on water. Time: 夜. Weather and air: 湿った夜気. Lighting: 月明かり. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 空はまだ青かった。 / ラムネの泡だけ元気だった。 / 火薬の匂いだけ残った。.",120.webp,images/memory/120.webp,YES,PENDING,UNREVIEWED,
121,M121,圏外の,夏祭り,圏外の夏祭り,"汗が少し乾いた。
圏外の夏祭りを思い出しそうになる。
笑い声だけ残った。",だけが,Serious,Memory,神社の夏祭り,神社参道,月夜,湿った夜気,Normal,deep indigo and soft cyan,a lone person seen from behind,提灯と屋台,手元,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 神社の夏祭り at 神社参道. Title concept: 圏外の夏祭り. Visual motif: 提灯と屋台. Subject: a lone person seen from behind. Composition: close-up of hands and an object, face not visible. Time: 月夜. Weather and air: 湿った夜気. Lighting: 灯籠. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 圏外の夏祭りを思い出しそうになる。 / 笑い声だけ残った。.",121.webp,images/memory/121.webp,YES,PENDING,UNREVIEWED,
122,M122,圏外の,花火,圏外の花火,"風鈴がひとつ鳴った。
サンダルに小石が入った。
夜だけが残った。",だけが,Smile,Smile,打ち上げ花火,河川敷または湖畔,夜,無風,Rare Glitch,near-black with corrupted magenta and cyan,two distant figures walking quietly,花火と煙,手元,月明かり,404 Memory Camera,RARE,MEMORY ERROR,"404 Memory Camera observation error, corrupted summer memory, heavy VHS noise, RGB split, scanline interference, digital tearing, missing fragments, double exposure, signal loss, unsettling but beautiful, red and cyan glitch accents, the numerals 404 clearly visible inside the scene as part of the corrupted memory, vertical 9:16, 1080x1920, no other readable text, no UI frame, no watermark. Scene: 打ち上げ花火 at 河川敷または湖畔. Title concept: 圏外の花火. Visual motif: 花火と煙. Subject: two distant figures walking quietly. Composition: close-up of hands and an object, face not visible. Time: 夜. Weather and air: 無風. Lighting: 月明かり. Color palette: near-black with corrupted magenta and cyan. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / サンダルに小石が入った。 / 夜だけが残った。. Error label concept: MEMORY ERROR.",122.webp,images/memory/122.webp,YES,PENDING,UNREVIEWED,
123,M123,圏外の,ラムネ,圏外のラムネ,"風が少し止んだ。
圏外のラムネを思い出しそうになる。
ビー玉だけ帰らなかった。",だけが,Serious,Memory,冷たいラムネ瓶,縁側または夜店,夜,湿った夜気,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,ビー玉と水滴,鳥居,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 冷たいラムネ瓶 at 縁側または夜店. Title concept: 圏外のラムネ. Visual motif: ビー玉と水滴. Subject: an empty chair suggesting someone just left. Composition: symmetrical framing through a shrine gate. Time: 夜. Weather and air: 湿った夜気. Lighting: 花火. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風が少し止んだ。 / 圏外のラムネを思い出しそうになる。 / ビー玉だけ帰らなかった。.",123.webp,images/memory/123.webp,YES,PENDING,UNREVIEWED,
124,M124,圏外の,夕暮れ,圏外の夕暮れ,"汗が少し乾いた。
線香花火をまだ信じていた。
風だけ知っていた。",だけが,Smile,Smile,夏の夕暮れ,住宅街または河川敷,月夜,湿った夜気,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,長い影と茜空,手元,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の夕暮れ at 住宅街または河川敷. Title concept: 圏外の夕暮れ. Visual motif: 長い影と茜空. Subject: a child-sized silhouette far in the background. Composition: close-up of hands and an object, face not visible. Time: 月夜. Weather and air: 湿った夜気. Lighting: 灯籠. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 線香花火をまだ信じていた。 / 風だけ知っていた。.",124.webp,images/memory/124.webp,YES,PENDING,UNREVIEWED,
125,M125,圏外の,鳥居,圏外の鳥居,"月が低く見えた。
圏外の鳥居を思い出しそうになる。
境界だけ揺れていた。",だけが,Serious,Boundary,境界に立つ鳥居,神社の入口,日没直前,風がある,Bright,"fresh green, pale cyan and warm white","no visible person, only traces of presence",鳥居としめ縄,後ろ姿,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 境界に立つ鳥居 at 神社の入口. Title concept: 圏外の鳥居. Visual motif: 鳥居としめ縄. Subject: no visible person, only traces of presence. Composition: rear view, face not visible. Time: 日没直前. Weather and air: 風がある. Lighting: 花火. Color palette: fresh green, pale cyan and warm white. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / 圏外の鳥居を思い出しそうになる。 / 境界だけ揺れていた。.",125.webp,images/memory/125.webp,YES,PENDING,UNREVIEWED,
126,M126,圏外の,灯籠,圏外の灯籠,"夜気がゆっくり近づく。
線香花火をまだ信じていた。
光だけ流れていた。",だけが,Smile,Smile,水面を流れる灯籠,静かな川,夜,微風,Normal,rain-washed blue with small golden lights,a hand holding a small summer object,灯りと水面,水面,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 水面を流れる灯籠 at 静かな川. Title concept: 圏外の灯籠. Visual motif: 灯りと水面. Subject: a hand holding a small summer object. Composition: low angle focused on reflections on water. Time: 夜. Weather and air: 微風. Lighting: 灯籠. Color palette: rain-washed blue with small golden lights. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 線香花火をまだ信じていた。 / 光だけ流れていた。.",126.webp,images/memory/126.webp,YES,PENDING,UNREVIEWED,
127,M127,圏外の,河川敷,圏外の河川敷,"夜気がゆっくり近づく。
圏外の河川敷を思い出しそうになる。
足音だけ続いていた。",だけが,Serious,Memory,夏の河川敷,川沿いの道,青い時間,雨上がり,Normal,deep indigo and soft cyan,a lone person seen from behind,草と風,空,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 夏の河川敷 at 川沿いの道. Title concept: 圏外の河川敷. Visual motif: 草と風. Subject: a lone person seen from behind. Composition: wide view dominated by the summer sky. Time: 青い時間. Weather and air: 雨上がり. Lighting: 灯籠. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 圏外の河川敷を思い出しそうになる。 / 足音だけ続いていた。.",127.webp,images/memory/127.webp,YES,PENDING,UNREVIEWED,
128,M128,圏外の,蝉時雨,圏外の蝉時雨,"ノイズが静かに混ざる。
ビー玉が最後まで出てこない。
木陰だけ涼しかった。",だけが,Smile,Smile,蝉時雨の木陰,古い公園または参道,夜,無風,Rare Glitch,"dark violet, red scan noise and electric blue",two distant figures walking quietly,木漏れ日と蝉の気配,空,灯籠,404 Memory Camera,RARE,MEMORY NOT FOUND,"404 Memory Camera observation error, corrupted summer memory, heavy VHS noise, RGB split, scanline interference, digital tearing, missing fragments, double exposure, signal loss, unsettling but beautiful, red and cyan glitch accents, the numerals 404 clearly visible inside the scene as part of the corrupted memory, vertical 9:16, 1080x1920, no other readable text, no UI frame, no watermark. Scene: 蝉時雨の木陰 at 古い公園または参道. Title concept: 圏外の蝉時雨. Visual motif: 木漏れ日と蝉の気配. Subject: two distant figures walking quietly. Composition: wide view dominated by the summer sky. Time: 夜. Weather and air: 無風. Lighting: 灯籠. Color palette: dark violet, red scan noise and electric blue. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / ビー玉が最後まで出てこない。 / 木陰だけ涼しかった。. Error label concept: MEMORY NOT FOUND.",128.webp,images/memory/128.webp,YES,PENDING,UNREVIEWED,
129,M129,圏外の,祭り囃子,圏外の祭り囃子,"夜気がゆっくり近づく。
圏外の祭り囃子を思い出しそうになる。
夜だけ踊っていた。",だけが,Serious,Memory,遠くの祭り囃子,夜の路地,夕暮れ後,湿った夜気,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,太鼓と揺れる提灯,足元,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 遠くの祭り囃子 at 夜の路地. Title concept: 圏外の祭り囃子. Visual motif: 太鼓と揺れる提灯. Subject: an empty chair suggesting someone just left. Composition: low angle close-up of sandals and wet ground. Time: 夕暮れ後. Weather and air: 湿った夜気. Lighting: 月明かり. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 夜気がゆっくり近づく。 / 圏外の祭り囃子を思い出しそうになる。 / 夜だけ踊っていた。.",129.webp,images/memory/129.webp,YES,PENDING,UNREVIEWED,
130,M130,圏外の,帰り道,圏外の帰り道,"汗が少し乾いた。
サンダルに小石が入った。
空だけ知っていた。",だけが,Smile,Smile,祭りの帰り道,濡れた住宅街,月夜,微風,Normal,teal shadows with faded amber,a child-sized silhouette far in the background,街灯と二つの影,空,月明かり,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 祭りの帰り道 at 濡れた住宅街. Title concept: 圏外の帰り道. Visual motif: 街灯と二つの影. Subject: a child-sized silhouette far in the background. Composition: wide view dominated by the summer sky. Time: 月夜. Weather and air: 微風. Lighting: 月明かり. Color palette: teal shadows with faded amber. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / サンダルに小石が入った。 / 空だけ知っていた。.",130.webp,images/memory/130.webp,YES,PENDING,UNREVIEWED,
131,M131,圏外の,夜店,圏外の夜店,"汗が少し乾いた。
圏外の夜店を思い出しそうになる。
財布だけ静かだった。",だけが,Serious,Memory,閉店前の夜店,祭りの屋台通り,夜,雨上がり,Normal,summer dusk peach and cobalt blue,"no visible person, only traces of presence",食べ物の湯気と裸電球,水面,夕暮れ,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 閉店前の夜店 at 祭りの屋台通り. Title concept: 圏外の夜店. Visual motif: 食べ物の湯気と裸電球. Subject: no visible person, only traces of presence. Composition: low angle focused on reflections on water. Time: 夜. Weather and air: 雨上がり. Lighting: 夕暮れ. Color palette: summer dusk peach and cobalt blue. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 汗が少し乾いた。 / 圏外の夜店を思い出しそうになる。 / 財布だけ静かだった。.",131.webp,images/memory/131.webp,YES,PENDING,UNREVIEWED,
132,M132,圏外の,打ち上げ跡,圏外の打ち上げ跡,"風鈴がひとつ鳴った。
ビー玉が最後まで出てこない。
火薬の匂いだけ残った。",だけが,Smile,Smile,花火大会の打ち上げ跡,人気のない河川敷,夏の午後,雨上がり,Bright,bright summer blue and soft golden sunlight,a hand holding a small summer object,煙と空の椅子,後ろ姿,青白い光,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark, brighter exposure, luminous summer air, hopeful but not overly cheerful. Scene: 花火大会の打ち上げ跡 at 人気のない河川敷. Title concept: 圏外の打ち上げ跡. Visual motif: 煙と空の椅子. Subject: a hand holding a small summer object. Composition: rear view, face not visible. Time: 夏の午後. Weather and air: 雨上がり. Lighting: 青白い光. Color palette: bright summer blue and soft golden sunlight. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 風鈴がひとつ鳴った。 / ビー玉が最後まで出てこない。 / 火薬の匂いだけ残った。.",132.webp,images/memory/132.webp,YES,PENDING,UNREVIEWED,
133,M133,ノイズ混じりの,夏祭り,ノイズ混じりの夏祭り,"ノイズが静かに混ざる。
ノイズ混じりの夏祭りを思い出しそうになる。
提灯だけが揺れていた。",だけが,Serious,Memory,神社の夏祭り,神社参道,夕暮れ後,微風,Normal,deep indigo and soft cyan,a lone person seen from behind,提灯と屋台,空,花火,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 神社の夏祭り at 神社参道. Title concept: ノイズ混じりの夏祭り. Visual motif: 提灯と屋台. Subject: a lone person seen from behind. Composition: wide view dominated by the summer sky. Time: 夕暮れ後. Weather and air: 微風. Lighting: 花火. Color palette: deep indigo and soft cyan. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: ノイズが静かに混ざる。 / ノイズ混じりの夏祭りを思い出しそうになる。 / 提灯だけが揺れていた。.",133.webp,images/memory/133.webp,YES,PENDING,UNREVIEWED,
134,M134,ノイズ混じりの,花火,ノイズ混じりの花火,"月が低く見えた。
ラムネの泡だけ元気だった。
夜だけが残った。",だけが,Smile,Smile,打ち上げ花火,河川敷または湖畔,月夜,薄曇り,Normal,midnight blue with warm lantern orange,two distant figures walking quietly,花火と煙,水面,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 打ち上げ花火 at 河川敷または湖畔. Title concept: ノイズ混じりの花火. Visual motif: 花火と煙. Subject: two distant figures walking quietly. Composition: low angle focused on reflections on water. Time: 月夜. Weather and air: 薄曇り. Lighting: 灯籠. Color palette: midnight blue with warm lantern orange. Emotional tone: Smile, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / ラムネの泡だけ元気だった。 / 夜だけが残った。.",134.webp,images/memory/134.webp,YES,PENDING,UNREVIEWED,
135,M135,ノイズ混じりの,ラムネ,ノイズ混じりのラムネ,"月が低く見えた。
ノイズ混じりのラムネを思い出しそうになる。
指だけ頑張っていた。",だけが,Serious,Memory,冷たいラムネ瓶,縁側または夜店,夕暮れ後,雨上がり,Normal,violet-blue with pale moonlight,an empty chair suggesting someone just left,ビー玉と水滴,後ろ姿,灯籠,404 Memory Camera,COMMON,,"404 Memory Camera observation, nostalgic Japanese summer, dreamlike cinematic anime realism, analog film texture, subtle grain, gentle bloom, slight motion blur, humid air, quiet emotional ambiguity, real and dreamlike at once, highly detailed, vertical 9:16, 1080x1920, no logo, no caption, no UI, no watermark. Scene: 冷たいラムネ瓶 at 縁側または夜店. Title concept: ノイズ混じりのラムネ. Visual motif: ビー玉と水滴. Subject: an empty chair suggesting someone just left. Composition: rear view, face not visible. Time: 夕暮れ後. Weather and air: 雨上がり. Lighting: 灯籠. Color palette: violet-blue with pale moonlight. Emotional tone: Serious, nostalgia, boundary, uncertainty, warmth without explanation. Poetic reference: 月が低く見えた。 / ノイズ混じりのラムネを思い出しそうになる。 / 指だけ頑張っていた。.",135.webp,images/memory/135.webp,YES,PENDING,UNREVIEWED,
